CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
1303,Male,45,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,150k+,Democrat,A few times a week
1307,Female,67,High School,White/Non-Hispanic,South,No,"Christian, Protestant",0,0,0,0,25k to <50k,Other,A few times a week
1308,Male,63,High School,White/Non-Hispanic,Midwest,Yes,Other,0,0,0,0,50k to <75k,Republican,Several Times a day
1309,Male,30,High School,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Several Times a day
1312,Male,55,High School,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,1,0,25k to <50k,Republican,A few times a week
1313,Female,38,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Once a month or less
1314,Female,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,1,0,0,0,75k to <100k,Other,A few times a month
1315,Male,49,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,<10k,Other,Once a week
1316,Male,66,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,1,0,1,1,100k to <150k,Democrat,Several Times a day
1317,Male,58,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,100k to <150k,Republican,Several Times a day
1320,Female,66,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,1,1,1,75k to <100k,Republican,Several Times a day
1322,Female,21,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Several Times a day
1323,Male,31,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Muslim,0,0,0,0,100k to <150k,Democrat,Once a month or less
1324,Female,33,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Hindu,1,0,1,0,100k to <150k,Other,A few times a week
1326,Male,27,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,150k+,Democrat,Several Times a day
1327,Male,64,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,,0,0,75k to <100k,Other,Several Times a day
1328,Female,89,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,1,1,50k to <75k,Other,A few times a week
1329,Female,66,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,25k to <50k,Republican,A few times a week
1330,Male,64,High School,White/Non-Hispanic,Northeast,No,Atheist,1,0,0,0,25k to <50k,Other,A few times a week
1331,Male,53,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,1,1,1,10k to <25k,Other,Once a day
1336,Male,47,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Other,A few times a week
1337,Female,66,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,10k to <25k,Democrat,Several Times a day
1338,Female,59,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,150k+,Democrat,Several Times a day
1339,Female,29,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,50k to <75k,Democrat,A few times a week
1340,Male,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,1,1,1,50k to <75k,Other,Several Times a day
1341,Male,33,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,,1,100k to <150k,Democrat,Several Times a day
1342,Male,32,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,75k to <100k,Democrat,Several Times a day
1343,Female,34,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,A few times a month
1344,Female,64,Some College,White/Non-Hispanic,South,Yes,Atheist,0,0,0,0,75k to <100k,Democrat,A few times a month
1345,Female,35,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Other,1,0,0,0,100k to <150k,Democrat,Several Times a day
1346,Female,68,Some College,White/Non-Hispanic,South,Yes,Atheist,0,0,0,0,10k to <25k,Other,A few times a month
1347,Female,57,Some College,Black/Non-Hispanic,Northeast,Yes,Other,0,0,0,0,<10k,Republican,Several Times a day
1349,Male,65,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a month
1350,Male,47,Some College,Black/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,100k to <150k,Democrat,A few times a month
1351,Female,41,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,1,0,0,0,75k to <100k,Democrat,A few times a month
1353,Male,27,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,0,1,50k to <75k,Other,Several Times a day
1354,Male,66,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,10k to <25k,Other,Once a day
1355,Male,44,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,Once a day
1356,Female,43,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,0,0,0,0,50k to <75k,Democrat,Once a day
1357,Female,59,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,Once a month or less
1358,Female,55,Some College,White/Non-Hispanic,West,Yes,Other,0,0,0,0,100k to <150k,Democrat,Once a day
1362,Female,48,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,10k to <25k,Other,Once a month or less
1363,Female,62,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",,0,0,0,100k to <150k,Other,Several Times a day
1364,Male,67,Some College,2+ Races/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,75k to <100k,Other,A few times a week
1365,Female,35,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,1,1,1,1,75k to <100k,Democrat,A few times a week
1366,Male,66,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,Several Times a day
1368,Male,65,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,75k to <100k,Republican,A few times a week
1369,Male,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,1,0,50k to <75k,Democrat,Several Times a day
1370,Male,48,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,,1,0,150k+,Republican,A few times a week
1373,Female,38,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,10k to <25k,Other,A few times a month
1374,Male,21,High School,Other/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Democrat,Several Times a day
1375,Male,64,Some College,Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Several Times a day
1377,Male,32,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,0,0,75k to <100k,Other,Several Times a day
1378,Male,62,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Once a day
1380,Female,65,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,1,0,75k to <100k,Democrat,Once a month or less
1382,Female,36,Some College,White/Non-Hispanic,West,Yes,Atheist,0,0,1,0,75k to <100k,Other,A few times a week
1384,Female,31,Some College,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Once a day
1385,Female,36,Some College,Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Democrat,Several Times a day
1386,Male,30,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Other,Several Times a day
1387,Female,61,Bachelor and Beyond,White/Non-Hispanic,West,No,Nothing in particular,0,0,0,0,50k to <75k,Democrat,Several Times a day
1388,Female,36,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Democrat,A few times a week
1389,Male,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
1393,Female,61,Some College,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Once a week
1399,Male,50,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Democrat,Several Times a day
1400,Female,60,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,50k to <75k,Other,A few times a month
1401,Female,49,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,1,1,<10k,Democrat,A few times a month
1403,Female,62,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,Several Times a day
1404,Male,60,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,1,1,150k+,Other,A few times a month
1406,Male,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,1,0,0,100k to <150k,Democrat,Several Times a day
1407,Male,34,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,1,1,0,25k to <50k,Republican,Once a day
1408,Male,40,High School,2+ Races/Non-Hispanic,West,Probably,Atheist,0,0,0,0,<10k,Other,Several Times a day
1412,Male,41,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Democrat,Several Times a day
1415,Female,36,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,,0,0,75k to <100k,Democrat,A few times a month
1419,Female,52,High School,White/Non-Hispanic,South,No,Nothing in particular,0,0,0,0,25k to <50k,Other,Once a day
1420,Female,60,Some College,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Democrat,Once a day
1421,Female,47,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,0,0,1,0,100k to <150k,Other,A few times a week
1422,Male,60,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,1,1,1,1,100k to <150k,Democrat,A few times a week
1425,Female,53,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,50k to <75k,Other,A few times a month
1428,Female,44,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,0,75k to <100k,Republican,Several Times a day
1429,Female,52,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,1,25k to <50k,Democrat,Several Times a day
1430,Male,70,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,Once a week
1431,Female,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Democrat,A few times a month
1435,Female,56,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,1,100k to <150k,Democrat,A few times a week
1436,Female,67,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Democrat,Once a day
1437,Female,45,Bachelor and Beyond,Other/Non-Hispanic,Midwest,Yes,Muslim,1,0,0,0,100k to <150k,Other,A few times a week
1438,Male,46,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,0,1,1,100k to <150k,Democrat,Several Times a day
1439,Female,64,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Other,A few times a week
1442,Female,58,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Once a day
1443,Female,66,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,10k to <25k,Republican,A few times a month
1444,Male,68,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,A few times a week
1448,Female,63,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,1,1,100k to <150k,Democrat,Several Times a day
1449,Male,44,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Democrat,Once a day
1456,Female,20,High School,2+ Races/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,25k to <50k,Democrat,Several Times a day
1459,Female,35,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,1,1,1,75k to <100k,Other,Several Times a day
1460,Female,50,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Other,Once a month or less
1461,Male,66,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,1,50k to <75k,Republican,Once a day
1462,Female,41,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,Once a month or less
1463,Female,42,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,Once a day
1464,Female,58,Some College,White/Non-Hispanic,West,Yes,Other,1,1,1,1,100k to <150k,Other,A few times a month
1466,Female,29,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,A few times a week
1468,Male,30,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,100k to <150k,Republican,Once a day
1472,Male,61,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,1,1,100k to <150k,Republican,Several Times a day
1474,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Once a day
1476,Male,50,Some College,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,100k to <150k,Other,Several Times a day
1479,Female,45,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,A few times a week
1480,Female,62,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,75k to <100k,Republican,Once a day
1481,Male,45,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,75k to <100k,Republican,Once a month or less
1482,Female,43,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,0,1,100k to <150k,Democrat,A few times a week
1483,Male,74,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,Several Times a day
1484,Female,62,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,1,1,1,1,100k to <150k,Democrat,A few times a week
1486,Male,57,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
1487,Female,66,Some College,White/Non-Hispanic,West,Yes,Jewish,0,0,1,0,10k to <25k,Republican,Several Times a day
1489,Male,44,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,0,0,0,0,10k to <25k,Democrat,A few times a month
1490,Female,53,Some College,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,1,0,100k to <150k,Democrat,Several Times a day
1491,Female,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,0,0,1,1,100k to <150k,Democrat,A few times a month
1492,Female,68,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Democrat,A few times a week
1493,Male,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,0,0,75k to <100k,Democrat,A few times a week
1495,Male,58,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,1,0,0,0,150k+,Democrat,Several Times a day
1496,Female,24,High School,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Other,Several Times a day
1499,Female,59,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,A few times a week
1501,Female,71,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Republican,Once a month or less
1502,Female,46,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,75k to <100k,Other,A few times a week
1503,Female,18,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,150k+,Democrat,Several Times a day
1504,Male,67,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,25k to <50k,Other,Once a day
1508,Male,40,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,0,75k to <100k,Other,Once a day
1509,Male,59,Some College,2+ Races/Non-Hispanic,South,No,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Other,Several Times a day
1510,Female,53,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Other,Once a week
1512,Male,59,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Other,A few times a month
1513,Female,36,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,Once a month or less
1516,Female,63,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,A few times a month
1517,Male,42,High School,Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,<10k,Other,A few times a month
1519,Female,43,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Several Times a day
1521,Male,58,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,Several Times a day
1522,Male,27,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,1,0,0,0,100k to <150k,Other,A few times a month
1523,Female,70,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,A few times a month
1524,Male,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Other,Once a month or less
1525,Female,85,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,50k to <75k,Democrat,A few times a week
1526,Male,62,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",,0,,0,10k to <25k,Other,A few times a week
1527,Male,68,Some College,White/Non-Hispanic,Northeast,Yes,Jewish,0,0,0,0,100k to <150k,Democrat,A few times a week
1528,Male,53,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Once a day
1529,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,1,1,1,1,75k to <100k,Democrat,Several Times a day
1531,Female,49,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,1,1,75k to <100k,Democrat,A few times a week
1533,Male,44,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,1,0,1,50k to <75k,Republican,Once a week
1535,Female,31,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,0,0,0,25k to <50k,Republican,Once a day
1536,Female,35,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Muslim,1,0,0,0,100k to <150k,Democrat,A few times a month
1537,Male,39,Some College,Other/Non-Hispanic,Midwest,Yes,Atheist,1,0,1,1,75k to <100k,Democrat,Several Times a day
1538,Female,34,Less then High School,White/Non-Hispanic,Northeast,Probably,Nothing in particular,0,0,0,0,<10k,Other,Once a month or less
