CaseID,Col2,Col3
545,Attended a Political Rally in the Past Year,0
545,Contacted an Elected Official in the Past Year,1
545,Political Donation in the Past Year,1
545,Househol Income,100k to <150k
545,Political Party,Other
545,User Frequency,Once a month or less
547,Gender,Male
547,Age,32
547,Education,Bachelor and Beyond
547,Race/ Ethnicity,White/Non-Hispanic
547,Region,Midwest
547,Registered to Vote,Yes
547,Religion,"Christian, Protestant"
547,Volunteered in the Past Year,0
547,Attended a Political Rally in the Past Year,0
547,Contacted an Elected Official in the Past Year,0
547,Political Donation in the Past Year,0
547,Househol Income,75k to <100k
547,Political Party,Democrat
547,User Frequency,Several Times a day
552,Gender,Male
552,Age,68
552,Education,Bachelor and Beyond
552,Race/ Ethnicity,White/Non-Hispanic
552,Region,Northeast
552,Registered to Vote,Yes
552,Religion,"Christian, Roman Catholic"
552,Volunteered in the Past Year,0
552,Attended a Political Rally in the Past Year,0
552,Contacted an Elected Official in the Past Year,1
552,Political Donation in the Past Year,0
552,Househol Income,100k to <150k
552,Political Party,Republican
552,User Frequency,Once a day
553,Gender,Female
553,Age,52
553,Education,Some College
553,Race/ Ethnicity,White/Non-Hispanic
553,Region,Northeast
553,Registered to Vote,Yes
553,Religion,Other
553,Volunteered in the Past Year,0
553,Attended a Political Rally in the Past Year,0
553,Contacted an Elected Official in the Past Year,0
553,Political Donation in the Past Year,0
553,Househol Income,50k to <75k
553,Political Party,Other
553,User Frequency,Once a week
554,Gender,Male
554,Age,28
554,Education,Bachelor and Beyond
554,Race/ Ethnicity,White/Non-Hispanic
554,Region,Northeast
554,Registered to Vote,Yes
554,Religion,Atheist
554,Volunteered in the Past Year,0
554,Attended a Political Rally in the Past Year,1
554,Contacted an Elected Official in the Past Year,1
554,Political Donation in the Past Year,1
554,Househol Income,50k to <75k
554,Political Party,Other
554,User Frequency,A few times a week
555,Gender,Female
555,Age,55
555,Education,High School
555,Race/ Ethnicity,Black/Non-Hispanic
555,Region,South
555,Registered to Vote,Yes
555,Religion,"Christian, Protestant"
555,Volunteered in the Past Year,0
555,Attended a Political Rally in the Past Year,0
555,Contacted an Elected Official in the Past Year,0
555,Political Donation in the Past Year,0
555,Househol Income,10k to <25k
555,Political Party,Democrat
555,User Frequency,Several Times a day
557,Gender,Male
557,Age,45
557,Education,Some College
557,Race/ Ethnicity,White/Non-Hispanic
557,Region,West
557,Registered to Vote,Yes
557,Religion,Nothing in particular
557,Volunteered in the Past Year,1
557,Attended a Political Rally in the Past Year,0
557,Contacted an Elected Official in the Past Year,1
557,Political Donation in the Past Year,0
557,Househol Income,75k to <100k
557,Political Party,Other
557,User Frequency,Several Times a day
558,Gender,Female
558,Age,40
558,Education,Bachelor and Beyond
558,Race/ Ethnicity,Black/Non-Hispanic
558,Region,Northeast
558,Registered to Vote,Yes
558,Religion,"Christian, Protestant"
558,Volunteered in the Past Year,0
558,Attended a Political Rally in the Past Year,0
558,Contacted an Elected Official in the Past Year,0
558,Political Donation in the Past Year,0
558,Househol Income,75k to <100k
558,Political Party,Democrat
558,User Frequency,A few times a week
559,Gender,Male
559,Age,50
559,Education,Some College
559,Race/ Ethnicity,Black/Non-Hispanic
559,Region,West
559,Registered to Vote,Yes
559,Religion,"Christian, Roman Catholic"
559,Volunteered in the Past Year,0
559,Attended a Political Rally in the Past Year,0
559,Contacted an Elected Official in the Past Year,0
559,Political Donation in the Past Year,0
559,Househol Income,25k to <50k
559,Political Party,Democrat
559,User Frequency,A few times a week
560,Gender,Male
560,Age,51
560,Education,Bachelor and Beyond
560,Race/ Ethnicity,Other/Non-Hispanic
560,Region,West
560,Registered to Vote,Yes
560,Religion,"Christian, Roman Catholic"
560,Volunteered in the Past Year,1
560,Attended a Political Rally in the Past Year,0
560,Contacted an Elected Official in the Past Year,0
560,Political Donation in the Past Year,0
560,Househol Income,150k+
560,Political Party,Other
560,User Frequency,A few times a week
562,Gender,Male
562,Age,68
562,Education,Some College
562,Race/ Ethnicity,White/Non-Hispanic
562,Region,Midwest
562,Registered to Vote,Yes
562,Religion,Agnostic
562,Volunteered in the Past Year,0
562,Attended a Political Rally in the Past Year,0
562,Contacted an Elected Official in the Past Year,1
562,Political Donation in the Past Year,0
562,Househol Income,100k to <150k
562,Political Party,Other
562,User Frequency,Once a day
564,Gender,Male
564,Age,29
564,Education,Bachelor and Beyond
564,Race/ Ethnicity,Other/Non-Hispanic
564,Region,West
564,Registered to Vote,Yes
564,Religion,Other
564,Volunteered in the Past Year,0
564,Attended a Political Rally in the Past Year,0
564,Contacted an Elected Official in the Past Year,0
564,Political Donation in the Past Year,0
564,Househol Income,75k to <100k
564,Political Party,Democrat
564,User Frequency,A few times a week
565,Gender,Male
565,Age,61
565,Education,Bachelor and Beyond
565,Race/ Ethnicity,White/Non-Hispanic
565,Region,South
565,Registered to Vote,Yes
565,Religion,"Christian, Protestant"
565,Attended a Political Rally in the Past Year,0
565,Contacted an Elected Official in the Past Year,0
565,Political Donation in the Past Year,0
565,Househol Income,100k to <150k
565,Political Party,Republican
565,User Frequency,A few times a week
566,Gender,Female
566,Age,47
566,Education,Bachelor and Beyond
566,Race/ Ethnicity,White/Non-Hispanic
566,Region,Northeast
566,Registered to Vote,Yes
566,Religion,"Christian, Protestant"
566,Volunteered in the Past Year,1
566,Attended a Political Rally in the Past Year,0
566,Contacted an Elected Official in the Past Year,1
566,Political Donation in the Past Year,1
566,Househol Income,150k+
566,Political Party,Democrat
566,User Frequency,Once a day
567,Gender,Female
567,Age,63
567,Education,Bachelor and Beyond
567,Race/ Ethnicity,White/Non-Hispanic
567,Region,West
567,Registered to Vote,Yes
567,Religion,"Christian, Roman Catholic"
567,Volunteered in the Past Year,0
567,Attended a Political Rally in the Past Year,0
567,Contacted an Elected Official in the Past Year,0
567,Political Donation in the Past Year,0
567,Househol Income,150k+
567,Political Party,Other
567,User Frequency,Several Times a day
568,Gender,Female
568,Age,34
568,Education,Less then High School
568,Race/ Ethnicity,Black/Non-Hispanic
568,Region,Northeast
568,Registered to Vote,No
568,Religion,"Christian, Protestant"
568,Volunteered in the Past Year,1
568,Attended a Political Rally in the Past Year,0
568,Contacted an Elected Official in the Past Year,1
568,Political Donation in the Past Year,0
568,Househol Income,<10k
568,Political Party,Other
568,User Frequency,A few times a week
569,Gender,Female
569,Age,48
569,Education,Bachelor and Beyond
569,Race/ Ethnicity,White/Non-Hispanic
569,Region,Midwest
569,Registered to Vote,Yes
569,Religion,Nothing in particular
569,Volunteered in the Past Year,1
569,Attended a Political Rally in the Past Year,0
569,Contacted an Elected Official in the Past Year,0
569,Political Donation in the Past Year,0
569,Househol Income,75k to <100k
569,Political Party,Other
569,User Frequency,Several Times a day
570,Gender,Female
570,Age,69
570,Education,Bachelor and Beyond
570,Race/ Ethnicity,White/Non-Hispanic
570,Region,South
570,Registered to Vote,Yes
570,Religion,"Christian, Roman Catholic"
570,Volunteered in the Past Year,0
570,Attended a Political Rally in the Past Year,0
570,Contacted an Elected Official in the Past Year,1
570,Political Donation in the Past Year,0
570,Househol Income,100k to <150k
570,Political Party,Republican
570,User Frequency,Once a day
571,Gender,Female
571,Age,46
571,Education,Some College
571,Race/ Ethnicity,White/Non-Hispanic
571,Region,Midwest
571,Registered to Vote,Yes
571,Religion,"Christian, Protestant"
571,Volunteered in the Past Year,0
571,Attended a Political Rally in the Past Year,0
571,Contacted an Elected Official in the Past Year,1
571,Political Donation in the Past Year,0
571,Househol Income,75k to <100k
571,Political Party,Other
571,User Frequency,Once a week
572,Gender,Female
572,Age,31
572,Education,Some College
572,Race/ Ethnicity,White/Non-Hispanic
572,Region,Northeast
572,Registered to Vote,Yes
572,Religion,Nothing in particular
572,Volunteered in the Past Year,0
572,Attended a Political Rally in the Past Year,0
572,Contacted an Elected Official in the Past Year,0
572,Political Donation in the Past Year,0
572,Househol Income,<10k
572,Political Party,Other
572,User Frequency,Several Times a day
573,Gender,Male
573,Age,33
573,Education,High School
573,Race/ Ethnicity,White/Non-Hispanic
573,Region,South
573,Registered to Vote,No
573,Religion,Nothing in particular
573,Volunteered in the Past Year,0
573,Attended a Political Rally in the Past Year,0
573,Contacted an Elected Official in the Past Year,0
573,Political Donation in the Past Year,0
573,Househol Income,50k to <75k
573,Political Party,Other
573,User Frequency,A few times a month
574,Gender,Female
574,Age,34
574,Education,Bachelor and Beyond
574,Race/ Ethnicity,Other/Non-Hispanic
574,Region,West
574,Registered to Vote,Yes
574,Religion,"Christian, Roman Catholic"
574,Volunteered in the Past Year,0
574,Attended a Political Rally in the Past Year,0
574,Contacted an Elected Official in the Past Year,0
574,Political Donation in the Past Year,0
574,Househol Income,150k+
574,Political Party,Democrat
574,User Frequency,Once a day
575,Gender,Male
575,Age,66
575,Education,Some College
575,Race/ Ethnicity,White/Non-Hispanic
575,Region,South
575,Registered to Vote,Yes
575,Religion,Nothing in particular
575,Volunteered in the Past Year,1
575,Attended a Political Rally in the Past Year,0
575,Contacted an Elected Official in the Past Year,0
575,Political Donation in the Past Year,0
575,Househol Income,100k to <150k
575,Political Party,Other
575,User Frequency,Once a day
576,Gender,Female
576,Age,39
576,Education,Bachelor and Beyond
576,Race/ Ethnicity,Black/Non-Hispanic
576,Region,South
576,Registered to Vote,Yes
576,Religion,"Christian, Protestant"
576,Volunteered in the Past Year,1
576,Attended a Political Rally in the Past Year,0
576,Contacted an Elected Official in the Past Year,1
576,Political Donation in the Past Year,1
576,Househol Income,25k to <50k
576,Political Party,Democrat
576,User Frequency,Several Times a day
578,Gender,Male
578,Age,62
578,Education,Bachelor and Beyond
578,Race/ Ethnicity,White/Non-Hispanic
578,Region,Northeast
578,Registered to Vote,Yes
578,Religion,"Christian, Protestant"
578,Volunteered in the Past Year,0
578,Attended a Political Rally in the Past Year,0
578,Contacted an Elected Official in the Past Year,1
578,Political Donation in the Past Year,0
578,Househol Income,75k to <100k
578,Political Party,Democrat
578,User Frequency,A few times a week
579,Gender,Male
579,Age,46
579,Education,Some College
579,Race/ Ethnicity,White/Non-Hispanic
579,Region,West
579,Registered to Vote,Yes
579,Religion,Other
579,Volunteered in the Past Year,1
579,Attended a Political Rally in the Past Year,1
579,Contacted an Elected Official in the Past Year,0
579,Political Donation in the Past Year,0
579,Househol Income,<10k
579,Political Party,Other
579,User Frequency,A few times a month
580,Gender,Female
580,Age,32
580,Education,Bachelor and Beyond
580,Race/ Ethnicity,White/Non-Hispanic
580,Region,West
580,Registered to Vote,Yes
580,Religion,Agnostic
580,Volunteered in the Past Year,0
580,Attended a Political Rally in the Past Year,0
580,Contacted an Elected Official in the Past Year,0
580,Political Donation in the Past Year,0
580,Househol Income,75k to <100k
580,Political Party,Democrat
580,User Frequency,A few times a month
581,Gender,Female
581,Age,54
581,Education,Bachelor and Beyond
581,Race/ Ethnicity,White/Non-Hispanic
581,Region,Northeast
581,Registered to Vote,Yes
581,Religion,Agnostic
581,Volunteered in the Past Year,1
581,Attended a Political Rally in the Past Year,0
581,Contacted an Elected Official in the Past Year,1
581,Political Donation in the Past Year,1
581,Househol Income,50k to <75k
581,Political Party,Democrat
581,User Frequency,A few times a week
582,Gender,Female
582,Age,37
582,Education,Bachelor and Beyond
582,Race/ Ethnicity,White/Non-Hispanic
582,Region,South
582,Registered to Vote,Yes
582,Religion,Other
582,Volunteered in the Past Year,1
582,Attended a Political Rally in the Past Year,0
